"Term","Section","Former","Title","Credits","Instructional Method","Location","Start Date","End Date","Meeting Days","Start Time","End Time","Instructor(s)","Seats Remaining","GERS","Purpose","Prequisites","Notes","Sort","Courses ID"
"Spring 2017 - Day","MUS-113-01","","Composition Seminar", 1.0,"","","","","","","","Dr. Michael J. McClimon",5,"","undergraduate day","","",1
"Spring 2017 - Day","MUS-113-01","","Composition Seminar", 1.0,"","","","","","","","Mr. Jay A. Bocook",5,"","undergraduate day","","",1
"Spring 2017 - Day","MUS-120-01","","Introductory Music Literature", 2.0,"LEC","HMP 121","01/09/17","04/25/17","MW","01:30PM","02:20PM","Team-Taught",13,"","undergraduate day","MUS-111","","1"
"Spring 2017 - Day","MUS-120-01","","Introductory Music Literature", 2.0,"EXAM","HMP 121","05/01/17","05/01/17","M","12:00PM","02:30PM","Dr. Laura E. Kennedy",13,"","undergraduate day","MUS-111","","2"
"Spring 2017 - Day","MUS-120-01","","Introductory Music Literature", 2.0,"","","","","","","","Dr. John Beckford",13,"","undergraduate day","MUS-111","",1
"Spring 2017 - Day","MUS-120-02","","Introductory Music Literature", 2.0,"LEC","HMP 121","01/09/17","04/25/17","MW","01:30PM","02:20PM","Team-Taught",14,"","undergraduate day","MUS-111","","1"
"Spring 2017 - Day","MUS-120-02","","Introductory Music Literature", 2.0,"EXAM","HMP 121","05/01/17","05/01/17","M","12:00PM","02:30PM","Dr. John Beckford",14,"","undergraduate day","MUS-111","","2"
"Spring 2017 - Day","MUS-120-02","","Introductory Music Literature", 2.0,"","","","","","","","Dr. Laura E. Kennedy",14,"","undergraduate day","MUS-111","",1
"Spring 2017 - Day","MUS-212A-01","","Bsc Musicianship IV: Written", 2.0,"LEC","DMB 104","01/09/17","04/25/17","TR","08:30AM","09:20AM","Mrs. Carolyn I. Carrier-McClimon",6,"","undergraduate day","MUS-211","","1","3677"
"Spring 2017 - Day","MUS-212A-01","","Bsc Musicianship IV: Written", 2.0,"EXAM","DMB 104","04/27/17","04/27/17","R","08:30AM","11:00AM","",6,"","undergraduate day","MUS-211","","2","3677"
"Spring 2017 - Day","MUS-212A-02","","Bsc Musicianship IV: Written", 2.0,"LEC","DMB 104","01/09/17","04/25/17","TR","10:30AM","11:20AM","Dr. Michael J. McClimon",2,"","undergraduate day","MUS-211","","1","3677"
"Spring 2017 - Day","MUS-212A-02","","Bsc Musicianship IV: Written", 2.0,"EXAM","DMB 104","05/02/17","05/02/17","T","08:30AM","11:00AM","",2,"","undergraduate day","MUS-211","","2","3677"
"Spring 2017 - Day","MUS-212A-03","","Bsc Musicianship IV: Written", 2.0,"LEC","DMB 104","01/09/17","04/25/17","TR","11:30AM","12:20PM","Dr. Michael J. McClimon",3,"","undergraduate day","MUS-211","","1","3677"
"Spring 2017 - Day","MUS-212A-03","","Bsc Musicianship IV: Written", 2.0,"EXAM","DMB 104","04/27/17","04/27/17","R","12:00PM","02:30PM","",3,"","undergraduate day","MUS-211","","2","3677"
"Spring 2017 - Day","MUS-212B-01","","Basic Musicianship IV: Aural", 1.0,"SKL","DMB 104","01/09/17","04/25/17","MW","08:30AM","09:20AM","Mrs. Carolyn I. Carrier-McClimon",6,"","undergraduate day","MUS-211","","1","3678"
"Spring 2017 - Day","MUS-212B-01","","Basic Musicianship IV: Aural", 1.0,"EXAM","DMB 104","04/28/17","04/28/17","F","08:30AM","11:00AM","",6,"","undergraduate day","MUS-211","","2","3678"
"Spring 2017 - Day","MUS-212B-02","","Basic Musicianship IV: Aural", 1.0,"SKL","DMB 104","01/09/17","04/25/17","MW","10:30AM","11:20AM","Dr. Michael J. McClimon",2,"","undergraduate day","MUS-211","","1","3678"
"Spring 2017 - Day","MUS-212B-02","","Basic Musicianship IV: Aural", 1.0,"EXAM","DMB 104","05/03/17","05/03/17","W","08:30AM","11:00AM","",2,"","undergraduate day","MUS-211","","2","3678"
"Spring 2017 - Day","MUS-212B-03","","Basic Musicianship IV: Aural", 1.0,"SKL","DMB 104","01/09/17","04/25/17","MW","11:30AM","12:20PM","Dr. Michael J. McClimon",3,"","undergraduate day","MUS-211","","1","3678"
"Spring 2017 - Day","MUS-212B-03","","Basic Musicianship IV: Aural", 1.0,"EXAM","DMB 104","05/03/17","05/03/17","W","12:00PM","02:30PM","",3,"","undergraduate day","MUS-211","","2","3678"
"Spring 2017 - Day","MUS-212C-01","","Bsc Musicianship IV: Keyboard", 1.0,"SKL","DMB 004","01/09/17","04/25/17","F","08:30AM","09:20AM","Dr. David Gross",2,"","undergraduate day","MUS-211","","1","3679"
"Spring 2017 - Day","MUS-212C-01","","Bsc Musicianship IV: Keyboard", 1.0,"EXAM","DMB 004","05/02/17","05/02/17","T","03:30PM","06:00PM","",2,"","undergraduate day","MUS-211","","2","3679"
"Spring 2017 - Day","MUS-212C-02","","Bsc Musicianship IV: Keyboard", 1.0,"SKL","DMB 005","01/09/17","04/25/17","F","08:30AM","09:20AM","Dr. Karen A. Eshelman",4,"","undergraduate day","MUS-211","","1","3679"
"Spring 2017 - Day","MUS-212C-02","","Bsc Musicianship IV: Keyboard", 1.0,"EXAM","DMB 005","05/02/17","05/02/17","T","03:30PM","06:00PM","",4,"","undergraduate day","MUS-211","","2","3679"
"Spring 2017 - Day","MUS-212C-03","","Bsc Musicianship IV: Keyboard", 1.0,"SKL","DMB 004","01/09/17","04/25/17","F","10:30AM","11:20AM","Mrs. Ann H. Guest","FULL","","undergraduate day","MUS-211","","1","3679"
"Spring 2017 - Day","MUS-212C-03","","Bsc Musicianship IV: Keyboard", 1.0,"EXAM","DMB 004","05/02/17","05/02/17","T","03:30PM","06:00PM","","FULL","","undergraduate day","MUS-211","","2","3679"
"Spring 2017 - Day","MUS-212C-04","","Bsc Musicianship IV: Keyboard", 1.0,"SKL","DMB 005","01/09/17","04/25/17","F","10:30AM","11:20AM","Dr. Karen A. Eshelman",2,"","undergraduate day","MUS-211","","1","3679"
"Spring 2017 - Day","MUS-212C-04","","Bsc Musicianship IV: Keyboard", 1.0,"EXAM","DMB 005","05/02/17","05/02/17","T","03:30PM","06:00PM","",2,"","undergraduate day","MUS-211","","2","3679"
"Spring 2017 - Day","MUS-212C-05","","Bsc Musicianship IV: Keyboard", 1.0,"SKL","DMB 004","01/09/17","04/25/17","F","11:30AM","12:20PM","Mrs. Ann H. Guest",1,"","undergraduate day","MUS-211","","1","3679"
"Spring 2017 - Day","MUS-212C-05","","Bsc Musicianship IV: Keyboard", 1.0,"EXAM","DMB 004","05/02/17","05/02/17","T","03:30PM","06:00PM","",1,"","undergraduate day","MUS-211","","2","3679"
"Spring 2017 - Day","MUS-212C-06","","Bsc Musicianship IV: Keyboard", 1.0,"SKL","DMB 005","01/09/17","04/25/17","F","11:30AM","12:20PM","Dr. Karen A. Eshelman",2,"","undergraduate day","MUS-211","","1","3679"
"Spring 2017 - Day","MUS-212C-06","","Bsc Musicianship IV: Keyboard", 1.0,"EXAM","DMB 005","05/02/17","05/02/17","T","03:30PM","06:00PM","",2,"","undergraduate day","MUS-211","","2","3679"
"Spring 2017 - Day","MUS-220-01","","World Music", 4.0,"LEC","HMP 121","01/09/17","04/25/17","MWF","09:30AM","10:20AM","Ms. Julie Moore","FULL","WC","undergraduate day","MUS-211","","1","3276"
"Spring 2017 - Day","MUS-220-01","","World Music", 4.0,"EXAM","HMP 121","05/01/17","05/01/17","M","08:30AM","11:00AM","","FULL","WC","undergraduate day","MUS-211","","2","3276"
"Spring 2017 - Day","MUS-220-02","","World Music", 4.0,"LEC","HMP 121","01/09/17","04/25/17","MWF","09:30AM","10:20AM","Ms. Julie Moore",25,"WC","undergraduate day","MUS-211","","1","3276"
"Spring 2017 - Day","MUS-220-02","","World Music", 4.0,"EXAM","HMP 121","05/01/17","05/01/17","M","08:30AM","11:00AM","",25,"WC","undergraduate day","MUS-211","","2","3276"
"Spring 2017 - Day","MUS-310-01","MUS-34","Form & Analysis", 4.0,"LEC","HMP 123E","01/09/17","04/25/17","TR","08:30AM","09:45AM","Dr. Mark Kilstofte",10,"","undergraduate day","MUS-211","","1","3278"
"Spring 2017 - Day","MUS-310-01","MUS-34","Form & Analysis", 4.0,"EXAM","HMP 123E","04/27/17","04/27/17","R","08:30AM","11:00AM","",10,"","undergraduate day","MUS-211","","2","3278"
"Spring 2017 - Day","MUS-312-01","MUS-33","Orchestration", 2.0,"LEC","DMB 104","01/09/17","04/25/17","MW","01:30PM","02:20PM","Mr. Jay A. Bocook",6,"","undergraduate day","MUS-212","","1","3284"
"Spring 2017 - Day","MUS-312-01","MUS-33","Orchestration", 2.0,"EXAM","DMB 104","05/01/17","05/01/17","M","12:00PM","02:30PM","",6,"","undergraduate day","MUS-212","","2","3284"
"Spring 2017 - Day","MUS-314-01","MUS-45","Projects in Music Technology", 2.0,"SKL","HMP 123E","01/09/17","04/25/17","F","01:00PM","02:15PM","Dr. Dan Koppelman",2,"","undergraduate day","","","1","3286"
"Spring 2017 - Day","MUS-314-01","MUS-45","Projects in Music Technology", 2.0,"EXAM","HMP 123E","05/01/17","05/01/17","M","12:00PM","02:30PM","",2,"","undergraduate day","","","2","3286"
"Spring 2017 - Day","MUS-321-01","MUS-42","Music History III", 2.0,"LEC","HMP 121","01/09/17","04/25/17","MW","11:30AM","12:20PM","Dr. Laura E. Kennedy","FULL","","undergraduate day","MUS-212","","1","3288"
"Spring 2017 - Day","MUS-321-01","MUS-42","Music History III", 2.0,"EXAM","HMP 121","05/03/17","05/03/17","W","12:00PM","02:30PM","","FULL","","undergraduate day","MUS-212","","2","3288"
"Spring 2017 - Day","MUS-321-02","MUS-42","Music History III", 2.0,"LEC","HMP 121","01/09/17","04/25/17","MW","11:30AM","12:20PM","Dr. Laura E. Kennedy",26,"","undergraduate day","MUS-212","","1","3288"
"Spring 2017 - Day","MUS-321-02","MUS-42","Music History III", 2.0,"EXAM","HMP 121","05/03/17","05/03/17","W","12:00PM","02:30PM","",26,"","undergraduate day","MUS-212","","2","3288"
"Spring 2017 - Day","MUS-327-01","","Alexander Technique", 2.0,"LEC","HMP 121","01/09/17","04/25/17","F","01:00PM","02:15PM","Petrea Warneck","FULL","","undergraduate day","","","1","5345"
"Spring 2017 - Day","MUS-327-01","","Alexander Technique", 2.0,"EXAM","HMP 121","05/02/17","05/02/17","T","03:30PM","05:00PM","","FULL","","undergraduate day","","","2","5345"
"Spring 2017 - Day","MUS-330A-01","MUS-27","String Methods", 1.0,"LEC"," ","01/09/17","04/25/17","","","","Deirdre N. Hutton",9,"","undergraduate day","MUS-212","","1","4815"
"Spring 2017 - Day","MUS-331A-01","MUS-28","Woodwind Methods", 1.0,"LEC"," ","01/09/17","04/25/17","","","","Dr. Cecilia Kang",9,"","undergraduate day","MUS-212","","1","4816"
"Spring 2017 - Day","MUS-332-01","MUS-29","Brass Methods", 2.0,"LEC","DMB 013","01/09/17","04/25/17","TR","08:30AM","09:20AM","Mr. Eric T. Henson",14,"","undergraduate day","MUS-212","","1","3292"
"Spring 2017 - Day","MUS-332-01","MUS-29","Brass Methods", 2.0,"EXAM","DMB 013","04/27/17","04/27/17","R","08:30AM","11:00AM","",14,"","undergraduate day","MUS-212","","2","3292"
"Spring 2017 - Day","MUS-333-01","","Percussion Methods", 2.0,"LEC","DMB 013","01/09/17","04/25/17","MW","08:30AM","09:20AM","Dr. John Beckford",14,"","undergraduate day","MUS-212","","1","3293"
"Spring 2017 - Day","MUS-333-01","","Percussion Methods", 2.0,"EXAM","DMB 013","04/28/17","04/28/17","F","08:30AM","11:00AM","",14,"","undergraduate day","MUS-212","","2","3293"
"Spring 2017 - Day","MUS-341-01","MUS-46","Hymnology", 2.0,"LEC","HMP 123E","01/09/17","04/25/17","R","10:00AM","11:15AM","Dr. Charles Tompkins",10,"","undergraduate day","MUS-212","","1","3297"
"Spring 2017 - Day","MUS-350-01","MUS-18","Fundamentals of Jazz Improvisa", 2.0,"SKL","DMB 013","01/09/17","04/25/17","MW","10:30AM","11:20AM","Dr. Matthew W. Olson",5,"","undergraduate day","","","1","3302"
"Spring 2017 - Day","MUS-350-01","MUS-18","Fundamentals of Jazz Improvisa", 2.0,"EXAM","DMB 013","05/03/17","05/03/17","W","08:30AM","11:00AM","",5,"","undergraduate day","","","2","3302"
"Spring 2017 - Day","MUS-351-01","MUSA-55","Applied Jazz Improvisation", 2.0,"SKL"," ","01/09/17","04/25/17","","","","Dr. Matthew W. Olson",11,"","undergraduate day","MUS-350 and permission of instructor","","1","3303"
"Spring 2017 - Day","MUS-351-02","MUSA-55","Applied Jazz Improvisation", 2.0,"SKL"," ","01/09/17","04/25/17","","","","James S. Watson",12,"","undergraduate day","MUS-350 and permission of instructor","","1","3303"
"Spring 2017 - Day","MUS-351-03","MUSA-55","Applied Jazz Improvisation", 2.0,"","","","","","","","Keith A. Davis",11,"","undergraduate day","MUS-350 and permission of instructor","",1
"Spring 2017 - Day","MUS-351A-01","MUSA-55","Applied Jazz Improvisation", 1.0,"SKL"," ","01/09/17","04/25/17","","","","Dr. Matthew W. Olson",12,"","undergraduate day","MUS-350 and permission of instructor","","1","4819"
"Spring 2017 - Day","MUS-352-01","MUS-37","Basic Conducting", 2.0,"LEC","DMB 013","01/09/17","04/25/17","MW","12:30PM","01:20PM","Dr. John Beckford",3,"","undergraduate day","MUS-211","","1","3304"
"Spring 2017 - Day","MUS-352-01","MUS-37","Basic Conducting", 2.0,"EXAM","DMB 013","04/28/17","04/28/17","F","12:00PM","02:30PM","",3,"","undergraduate day","MUS-211","","2","3304"
"Spring 2017 - Day","MUS-352-02","MUS-37","Basic Conducting", 2.0,"LEC","HMP 121","01/09/17","04/25/17","MW","12:30PM","01:20PM","Dr. Bill Thomas",11,"","undergraduate day","MUS-211","","1","3304"
"Spring 2017 - Day","MUS-352-02","MUS-37","Basic Conducting", 2.0,"EXAM","HMP 121","04/28/17","04/28/17","F","12:00PM","02:30PM","",11,"","undergraduate day","MUS-211","","2","3304"
"Spring 2017 - Day","MUS-356-01","","Lyric Diction I", 2.0,"LEC","DMB 104","01/09/17","04/25/17","TR","01:00PM","01:50PM","Ms. Kathryn C. Knauer",12,"","undergraduate day","MUS-511","","1","4364"
"Spring 2017 - Day","MUS-356-01","","Lyric Diction I", 2.0,"EXAM","DMB 104","05/02/17","05/02/17","T","12:00PM","02:30PM","",12,"","undergraduate day","MUS-511","","2","4364"
"Spring 2017 - Day","MUS-412-01","","Senior Project", 2.0,"LEC"," ","01/09/17","04/25/17","","","","Dr. Michael J. McClimon",23,"","undergraduate day","MUS-212 and instructor permission","","1","4478"
"Spring 2017 - Day","MUS-420G-01","MUS-43","Literature of Voice", 2.0,"LEC","HMP 121","01/09/17","04/25/17","TR","10:00AM","10:50AM","Dr. Bruce Schoonmaker",6,"","undergraduate day","MUS-212","","1","5146"
"Spring 2017 - Day","MUS-420G-01","MUS-43","Literature of Voice", 2.0,"EXAM","HMP 121","05/02/17","05/02/17","T","08:30AM","11:00AM","",6,"","undergraduate day","MUS-212","","2","5146"
"Spring 2017 - Day","MUS-421A-01","","History & Literature of Piano", 4.0,"LEC","HMP 123E","01/09/17","04/25/17","TR","11:30AM","12:45PM","Team-Taught",11,"","undergraduate day","","","1"
"Spring 2017 - Day","MUS-421A-01","","History & Literature of Piano", 4.0,"EXAM","HMP 123E","04/27/17","04/27/17","R","12:00PM","02:30PM","Dr. Derek Parsons",11,"","undergraduate day","","","2"
"Spring 2017 - Day","MUS-421A-01","","History & Literature of Piano", 4.0,"","","","","","","","Dr. Ruby Morgan",11,"","undergraduate day","","",1
"Spring 2017 - Day","MUS-421A-01","","History & Literature of Piano", 4.0,"","","","","","","","Dr. David Gross",11,"","undergraduate day","","",1
"Spring 2017 - Day","MUS-422C-01","","Beethoven", 2.0,"LEC","HMP 123E","01/09/17","04/25/17","T","10:00AM","11:15AM","Dr. Laura E. Kennedy",6,"","undergraduate day","","","1","5659"
"Spring 2017 - Day","MUS-422C-01","","Beethoven", 2.0,"EXAM","HMP 123E","05/02/17","05/02/17","T","08:30AM","11:00AM","",6,"","undergraduate day","","","2","5659"
"Spring 2017 - Day","MUS-423-01","","Survey of Choral Literature", 2.0,"LEC","HMP 123E","01/09/17","04/25/17","TR","09:00AM","09:50AM","Mr. James M. Keesler, Jr.",9,"","undergraduate day","MUS-212","","1","3323"
"Spring 2017 - Day","MUS-423-01","","Survey of Choral Literature", 2.0,"EXAM","HMP 123E","04/27/17","04/27/17","R","08:30AM","11:00AM","",9,"","undergraduate day","MUS-212","","2","3323"
"Spring 2017 - Day","MUS-440-01","","Practicum in Church Music", 4.0,"LEC"," ","01/09/17","04/25/17","","","","Dr. Bill Thomas",17,"","undergraduate day","MUS-340, 341","","1","4052"
"Spring 2017 - Day","MUS-505-01","","Wind & Percussion Chmbr Music", 1.0,"","","","","","","","Staff Staff","FULL","","undergraduate day","","",1
"Spring 2017 - Day","MUS-511-01","MUSA-82","Voice", 2.0,"","","","","","","","Dr. Grant Knox","FULL","","undergraduate day","audition required","",1
"Spring 2017 - Day","MUS-511-02","MUSA-82","Voice", 2.0,"","","","","","","","Ms. Kathryn C. Knauer","FULL","","undergraduate day","audition required","",1
"Spring 2017 - Day","MUS-511-03","MUSA-82","Voice", 2.0,"","","","","","","","Dr. Bruce Schoonmaker","FULL","","undergraduate day","audition required","",1
"Spring 2017 - Day","MUS-511-04","MUSA-82","Voice", 2.0,"","","","","","","","Gail Schoonmaker","FULL","","undergraduate day","audition required","",1
"Spring 2017 - Day","MUS-511-05","MUSA-82","Voice", 2.0,"","","","","","","","Mrs. Lisa Browne Barksdale","FULL","","undergraduate day","audition required","",1
"Spring 2017 - Day","MUS-511-06","MUSA-82","Voice", 2.0,"","","","","","","","Dr. Bill Thomas","FULL","","undergraduate day","audition required","",1
"Spring 2017 - Day","MUS-511-07","MUSA-82","Voice", 2.0,"","","","","","","","Jacquelyn Culpepper","FULL","","undergraduate day","audition required","",1
"Spring 2017 - Day","MUS-511A-01","MUSA-82","Voice", 1.0,"","","","","","","","Dr. Grant Knox","FULL","","undergraduate day","audition required","",1
"Spring 2017 - Day","MUS-511A-02","MUSA-82","Voice", 1.0,"","","","","","","","Ms. Kathryn C. Knauer","FULL","","undergraduate day","audition required","",1
"Spring 2017 - Day","MUS-511A-03","MUSA-82","Voice", 1.0,"","","","","","","","Dr. Bruce Schoonmaker","FULL","","undergraduate day","audition required","",1
"Spring 2017 - Day","MUS-511A-04","MUSA-82","Voice", 1.0,"","","","","","","","Gail Schoonmaker","FULL","","undergraduate day","audition required","",1
"Spring 2017 - Day","MUS-511A-05","MUSA-82","Voice", 1.0,"","","","","","","","Mrs. Lisa Browne Barksdale","FULL","","undergraduate day","audition required","",1
"Spring 2017 - Day","MUS-511A-06","MUSA-82","Voice", 1.0,"","","","","","","","Dr. Bill Thomas","FULL","","undergraduate day","audition required","",1
"Spring 2017 - Day","MUS-511A-07","MUSA-82","Voice", 1.0,"","","","","","","","Jacquelyn Culpepper","FULL","","undergraduate day","audition required","",1
"Spring 2017 - Day","MUS-511C-01","MUSA-82","Voice", 4.0,"","","","","","","","Dr. Grant Knox","FULL","","undergraduate day","audition required","",1
"Spring 2017 - Day","MUS-511C-02","MUSA-82","Voice", 4.0,"","","","","","","","Ms. Kathryn C. Knauer","FULL","","undergraduate day","audition required","",1
"Spring 2017 - Day","MUS-511C-03","MUSA-82","Voice", 4.0,"","","","","","","","Dr. Bruce Schoonmaker","FULL","","undergraduate day","audition required","",1
"Spring 2017 - Day","MUS-511C-04","MUSA-82","Voice", 4.0,"","","","","","","","Gail Schoonmaker","FULL","","undergraduate day","audition required","",1
"Spring 2017 - Day","MUS-511C-05","MUSA-82","Voice", 4.0,"","","","","","","","Mrs. Lisa Browne Barksdale","FULL","","undergraduate day","audition required","",1
"Spring 2017 - Day","MUS-511C-06","MUSA-82","Voice", 4.0,"","","","","","","","Dr. Bill Thomas","FULL","","undergraduate day","audition required","",1
"Spring 2017 - Day","MUS-511C-07","MUSA-82","Voice", 4.0,"","","","","","","","Jacquelyn Culpepper","FULL","","undergraduate day","audition required","",1
"Spring 2017 - Day","MUS-511D-01","MUSA-82T","Voice", 0.0,"","","","","","","","Dr. Grant Knox","FULL","","undergraduate day","audition required","",1
"Spring 2017 - Day","MUS-511D-02","MUSA-82T","Voice", 0.0,"","","","","","","","Ms. Kathryn C. Knauer","FULL","","undergraduate day","audition required","",1
"Spring 2017 - Day","MUS-511D-03","MUSA-82T","Voice", 0.0,"","","","","","","","Dr. Bruce Schoonmaker","FULL","","undergraduate day","audition required","",1
"Spring 2017 - Day","MUS-511D-04","MUSA-82T","Voice", 0.0,"","","","","","","","Gail Schoonmaker","FULL","","undergraduate day","audition required","",1
"Spring 2017 - Day","MUS-511D-05","MUSA-82T","Voice", 0.0,"","","","","","","","Mrs. Lisa Browne Barksdale","FULL","","undergraduate day","audition required","",1
"Spring 2017 - Day","MUS-511D-06","MUSA-82T","Voice", 0.0,"","","","","","","","Dr. Bill Thomas","FULL","","undergraduate day","audition required","",1
"Spring 2017 - Day","MUS-511D-07","MUSA-82T","Voice", 0.0,"","","","","","","","Jacquelyn Culpepper","FULL","","undergraduate day","audition required","",1
"Spring 2017 - Day","MUS-511E-01","MUSA-82N","Voice", 0.0,"","","","","","","","Dr. Grant Knox","FULL","","undergraduate day","audition required","",1
"Spring 2017 - Day","MUS-511E-02","MUSA-82N","Voice", 0.0,"","","","","","","","Ms. Kathryn C. Knauer","FULL","","undergraduate day","audition required","",1
"Spring 2017 - Day","MUS-511E-03","MUSA-82N","Voice", 0.0,"","","","","","","","Dr. Bruce Schoonmaker","FULL","","undergraduate day","audition required","",1
"Spring 2017 - Day","MUS-511E-04","MUSA-82N","Voice", 0.0,"","","","","","","","Gail Schoonmaker","FULL","","undergraduate day","audition required","",1
